N,P,K,temperature,humidity,ph,rainfall,label
24.81,46.64,27.34,18.71,50.36,8.2,44.25,chickpea
148.02,37.59,96.83,19.65,58.31,7.25,154.72,sugarcane
42.32,36.71,59.05,25.2,39.12,6.22,115.83,mango
118.88,40.65,47.17,36.69,52.83,6.24,76.78,cotton
64.61,37.26,55.22,18.86,78.65,6.36,205.7,coffee
99.69,32.7,154.87,24.81,71.17,5.95,136.62,banana
97.0,44.85,60.88,32.99,69.88,7.22,298.94,rice
93.31,47.53,56.76,32.81,72.38,7.11,151.03,rice
27.36,60.3,41.1,29.49,55.46,6.23,67.75,chickpea
157.0,62.98,56.63,26.5,61.83,6.01,161.32,sugarcane
121.23,53.91,73.45,29.18,85.98,6.41,160.3,sugarcane
151.71,64.54,102.45,26.91,69.68,6.47,165.12,sugarcane
65.16,40.36,102.14,18.61,69.86,6.56,64.0,tomato
103.87,30.94,163.14,27.96,84.72,5.3,206.14,banana
93.86,37.46,83.32,18.75,54.26,5.92,42.81,tomato
102.95,47.16,74.95,22.75,61.21,5.94,76.77,potato
117.56,49.59,38.27,16.2,59.31,5.63,106.0,maize
63.25,48.98,45.33,27.09,73.18,6.02,149.63,jute
93.38,48.53,45.68,19.18,45.38,7.13,104.7,wheat
74.17,48.12,45.45,16.88,60.2,6.22,53.58,wheat
30.9,37.57,30.1,22.27,54.18,7.39,41.06,chickpea
78.96,50.96,97.29,15.82,76.13,4.89,68.23,potato
123.84,45.07,100.02,20.45,58.02,7.15,143.93,sugarcane
126.26,70.88,88.3,25.47,69.7,6.96,183.84,sugarcane
75.79,40.02,37.56,26.32,76.6,7.03,250.87,jute
118.04,47.57,59.07,25.12,52.8,7.65,72.45,maize
46.17,32.02,55.18,31.48,37.21,6.84,95.18,mango
71.81,41.06,40.18,18.69,68.28,6.18,215.05,coffee
76.39,37.06,27.93,28.22,75.98,5.78,245.13,jute
86.46,39.04,55.24,17.83,66.54,6.45,233.11,coffee
122.2,31.28,198.04,32.76,69.59,6.74,132.95,banana
102.34,44.18,46.63,19.58,57.1,7.0,72.22,cotton
75.38,38.29,52.64,27.23,73.76,6.09,275.29,rice
104.66,47.85,95.98,23.34,52.82,6.48,45.34,tomato
28.9,61.21,22.44,25.14,63.64,7.13,56.24,chickpea
88.81,40.99,40.0,18.16,68.44,5.62,137.91,rice
71.44,57.27,59.5,27.64,66.95,6.78,80.54,tomato
138.46,45.3,36.24,29.74,44.22,5.67,83.12,cotton
122.08,58.39,37.96,25.02,68.27,5.49,259.18,rice
116.8,41.37,40.82,34.54,88.4,6.33,287.24,rice
114.77,57.93,115.53,24.62,61.48,6.27,52.51,potato
113.16,45.05,54.28,28.18,60.04,6.34,168.35,sugarcane
100.89,30.08,175.02,25.1,73.1,7.14,165.24,banana
82.83,22.59,61.09,27.2,63.9,6.88,169.81,coffee
101.98,32.2,35.14,35.01,79.01,6.39,139.85,jute
22.78,50.73,18.06,16.67,55.21,7.76,60.08,chickpea
38.29,61.43,21.5,20.87,29.48,6.58,27.71,chickpea
121.19,69.68,77.35,22.51,80.96,5.99,71.56,potato
129.18,35.09,142.74,33.47,73.24,7.17,189.89,banana
122.99,53.52,115.65,21.46,70.85,5.04,45.8,potato
113.62,40.65,44.98,24.01,55.38,6.21,114.97,maize
42.25,29.32,38.8,24.47,61.32,5.38,121.29,mango
105.72,40.36,58.23,28.95,66.72,6.22,117.63,maize
106.42,42.14,165.55,28.78,81.24,5.63,200.52,banana
87.76,49.24,118.0,13.74,75.98,6.7,63.83,potato
86.99,53.54,57.75,29.1,70.21,6.45,50.09,tomato
46.2,38.31,58.14,27.92,57.32,5.74,112.81,mango
67.69,37.88,36.53,17.92,49.02,6.41,62.36,wheat
68.79,32.7,57.82,17.67,81.93,6.81,260.19,coffee
40.89,59.63,24.95,20.29,26.93,7.11,27.63,chickpea
105.17,59.74,42.11,23.8,87.21,7.17,225.14,rice
78.18,53.17,67.49,19.75,72.72,6.78,72.36,tomato
79.49,63.05,93.02,24.97,67.8,5.04,86.71,potato
131.31,41.34,179.75,26.66,86.3,7.21,140.85,banana
128.86,30.88,51.17,25.52,39.45,5.69,113.13,cotton
100.65,51.57,98.29,22.53,64.93,7.35,120.53,sugarcane
100.29,43.57,71.0,20.47,61.67,6.31,39.61,tomato
83.17,41.56,58.4,25.52,92.75,5.54,254.94,rice
73.84,36.1,40.13,35.99,83.01,6.39,257.4,jute
63.11,20.07,58.75,35.34,58.39,7.3,98.98,mango
28.0,49.91,31.73,14.88,37.69,6.15,42.31,chickpea
61.62,51.54,63.53,20.48,71.44,6.78,39.29,tomato
124.36,64.66,113.13,21.56,61.67,5.65,84.38,potato
102.15,32.98,194.15,28.6,86.78,5.47,164.55,banana
103.77,69.72,68.34,20.25,87.98,6.17,102.76,sugarcane
90.76,37.18,52.5,20.71,51.88,5.31,79.42,maize
113.34,55.39,76.62,31.07,60.71,6.62,200.92,sugarcane
42.3,62.92,34.41,20.68,58.68,5.76,62.72,chickpea
34.14,39.73,17.7,18.45,32.98,8.27,38.54,chickpea
100.97,45.36,58.52,29.93,60.01,7.2,71.89,maize
118.92,28.62,33.71,33.53,64.82,7.97,91.64,cotton
114.66,43.2,51.0,36.86,60.92,7.4,73.42,cotton
66.79,45.98,46.62,9.66,49.17,6.17,54.55,wheat
122.73,28.09,38.43,22.79,71.25,8.3,71.98,cotton
57.91,42.15,29.67,35.93,83.81,6.86,160.72,jute
22.7,49.06,36.56,15.07,52.48,7.44,41.62,chickpea
23.88,62.75,18.16,27.57,28.52,7.08,45.32,chickpea
67.48,37.19,59.76,28.43,81.26,6.82,218.06,coffee
141.37,31.08,202.94,23.17,89.78,6.22,214.28,banana
70.2,41.61,37.91,29.25,78.73,6.1,212.94,coffee
125.37,64.47,100.4,22.56,86.25,6.79,118.65,sugarcane
117.87,63.98,100.19,18.21,70.08,5.79,55.95,potato
31.0,56.01,37.98,14.97,50.97,6.95,50.8,chickpea
60.35,18.57,47.17,23.12,62.97,7.58,120.77,mango
91.2,61.19,38.26,26.74,85.5,5.57,136.74,rice
17.25,48.29,19.33,19.1,34.23,8.08,64.79,chickpea
76.85,40.62,49.83,27.76,49.27,6.35,96.34,maize
27.21,62.08,34.94,23.06,46.55,5.9,65.4,chickpea
27.77,58.11,25.08,26.29,38.29,8.09,36.94,chickpea
62.62,46.44,77.03,25.2,70.42,6.45,69.17,tomato
81.71,61.04,65.15,28.57,47.81,6.68,81.82,tomato
82.33,37.93,98.09,17.59,48.22,6.17,58.74,tomato
151.52,54.61,96.56,22.15,67.69,5.92,139.7,sugarcane
138.0,61.91,57.14,34.93,75.08,7.32,119.18,sugarcane
33.7,49.69,20.44,28.29,46.83,6.44,64.7,chickpea
152.87,31.26,154.43,28.25,74.02,5.64,117.31,banana
135.34,38.22,158.63,31.51,79.89,7.21,208.14,banana
77.43,21.68,56.36,25.57,70.84,6.04,207.39,coffee
132.99,59.33,97.67,20.4,62.58,6.72,90.74,sugarcane
97.83,40.35,40.96,30.08,77.22,7.07,189.74,rice
82.55,44.32,29.85,26.01,85.75,7.32,263.16,jute
60.44,41.63,58.19,19.26,61.3,6.85,155.24,coffee
115.06,53.27,77.81,18.64,70.23,7.03,155.99,sugarcane
72.81,47.02,81.04,17.89,58.05,6.56,59.91,tomato
55.88,43.61,90.31,21.19,51.12,5.99,38.94,tomato
105.82,48.91,43.16,29.15,47.94,8.15,74.03,cotton
116.75,50.91,48.84,34.9,60.05,7.19,92.1,cotton
61.94,37.52,43.77,25.94,85.24,6.23,162.19,jute
74.23,50.19,61.36,20.58,59.78,5.65,55.5,maize
75.44,46.75,33.0,25.41,50.01,7.25,97.73,wheat
92.98,61.92,62.88,32.81,75.08,6.62,265.05,rice
91.2,66.35,103.09,20.58,69.41,5.95,41.32,potato
83.71,61.38,44.85,20.54,65.49,6.91,86.2,maize
103.13,38.58,44.56,24.15,62.77,6.09,94.47,wheat
56.45,24.89,58.74,28.86,78.62,6.29,142.35,coffee
84.17,54.67,42.57,19.68,72.38,6.1,161.85,rice
33.8,62.58,34.86,14.39,60.91,7.37,45.51,chickpea
69.7,33.63,52.31,23.58,71.18,6.63,237.4,jute
127.42,28.67,154.02,22.44,67.73,6.68,147.31,banana
75.07,56.45,107.26,19.75,74.54,6.09,41.61,potato
102.07,33.38,184.81,29.97,68.34,5.52,163.0,banana
86.94,37.5,47.51,25.66,58.95,7.7,106.13,maize
118.17,38.49,57.83,35.84,87.07,6.64,290.91,rice
108.53,64.6,112.55,15.13,78.28,6.12,34.48,potato
114.8,37.56,164.59,32.35,70.4,6.39,124.25,banana
120.43,73.2,104.95,20.27,68.2,6.95,96.03,sugarcane
102.54,51.16,71.29,34.72,72.07,6.22,122.54,sugarcane
86.59,46.43,50.26,13.07,39.88,7.64,52.54,wheat
64.47,51.17,27.46,25.79,61.75,5.8,92.1,wheat
71.94,55.5,60.34,25.92,67.16,6.54,46.7,tomato
60.77,29.4,45.96,29.66,42.06,6.83,138.83,mango
115.78,67.61,108.57,24.11,78.79,5.03,94.68,potato
143.07,46.99,180.46,32.72,82.18,6.29,140.58,banana
97.6,43.44,43.15,32.3,88.23,5.48,140.48,rice
75.51,49.75,46.75,29.78,79.18,7.65,259.34,jute
122.45,57.51,120.16,20.73,70.7,5.09,91.93,potato
127.72,28.38,35.85,31.45,42.36,5.84,65.54,cotton
60.53,30.87,51.35,32.13,68.31,7.69,240.02,jute
65.81,29.17,29.65,36.07,87.5,6.25,203.79,jute
80.32,21.6,53.73,26.8,71.79,6.75,182.56,coffee
150.73,62.88,105.51,31.85,67.28,6.95,95.37,sugarcane
93.72,51.12,101.27,26.94,48.07,6.79,84.37,tomato
23.79,57.59,22.12,17.14,58.32,7.63,52.64,chickpea
32.47,24.82,39.82,25.05,61.39,6.93,153.56,mango
113.05,46.4,30.23,24.94,63.44,7.16,106.92,cotton
104.9,59.83,46.74,19.72,88.09,6.21,237.56,rice
152.08,58.87,74.2,27.63,66.46,7.44,159.75,sugarcane
102.78,55.2,53.84,22.96,61.43,5.44,63.04,maize
111.9,50.94,205.12,23.47,89.89,5.55,204.0,banana
100.35,42.32,81.77,24.23,48.06,5.98,84.53,tomato
111.5,47.91,33.74,29.91,51.49,6.15,112.05,cotton
98.5,43.49,49.46,19.65,41.17,5.6,91.65,cotton
91.14,36.17,38.44,32.62,72.91,6.8,162.31,jute
103.13,18.2,48.69,21.2,59.77,6.87,259.99,coffee
129.85,43.73,48.53,34.59,57.47,6.08,53.98,cotton
96.03,24.65,52.12,18.06,76.61,6.04,247.69,coffee
76.34,51.98,105.63,13.86,64.46,4.89,58.74,potato
102.52,42.77,37.63,33.03,49.82,5.53,62.43,maize
29.93,54.5,26.73,19.28,26.74,6.8,43.33,chickpea
99.75,40.69,84.38,21.42,54.85,6.58,83.9,tomato
58.53,26.44,55.09,30.78,46.03,5.92,127.39,mango
63.35,39.67,64.19,26.84,54.61,6.67,83.34,tomato
94.94,63.11,82.55,31.87,59.1,7.72,214.27,sugarcane
80.13,17.98,39.26,16.78,64.64,5.94,190.01,coffee
109.67,30.85,168.13,31.84,76.02,5.57,172.94,banana
107.45,48.31,27.08,30.18,71.96,7.69,107.99,cotton
111.71,55.41,56.2,23.93,90.14,6.43,152.08,rice
110.86,62.98,37.19,18.83,64.53,5.36,97.0,maize
97.04,32.05,43.73,28.8,69.72,6.02,171.6,jute
28.05,40.35,44.82,30.89,44.47,6.89,82.52,mango
96.46,61.06,80.26,26.58,79.63,7.25,195.01,sugarcane
122.95,33.65,52.38,19.5,64.06,7.64,56.87,cotton
92.55,36.48,48.08,34.13,81.72,6.2,261.13,jute
98.18,62.43,47.7,33.23,69.21,6.36,283.9,rice
108.09,50.86,88.09,34.05,78.76,6.93,104.2,sugarcane
115.67,28.34,51.26,26.43,66.07,6.48,113.43,cotton
94.68,32.57,51.64,29.68,87.36,7.39,197.25,jute
139.51,48.46,49.35,25.85,65.0,7.0,99.28,cotton
109.17,56.4,42.42,24.97,62.29,5.21,117.77,maize
81.35,72.0,116.1,24.86,62.66,4.81,60.92,potato
100.73,50.01,146.53,25.88,83.42,6.0,174.5,banana
76.34,69.26,76.41,17.32,81.07,6.63,96.97,potato
31.55,18.97,58.31,30.29,61.63,7.15,138.7,mango
108.42,51.48,57.38,30.7,77.57,6.86,160.06,rice
100.15,28.27,46.61,14.67,53.86,6.78,59.38,wheat
105.34,30.92,29.3,20.9,45.83,5.91,73.39,wheat
88.03,39.46,44.7,28.59,70.58,7.7,228.65,jute
18.0,60.56,41.77,13.11,33.8,6.17,60.3,chickpea
108.32,27.67,179.31,25.72,81.34,5.87,227.39,banana
19.85,47.41,36.07,15.82,47.59,7.45,40.89,chickpea
80.8,42.86,60.88,28.94,64.05,6.72,70.24,tomato
54.18,20.12,54.37,24.9,40.08,5.62,113.32,mango
130.54,38.06,191.75,25.7,78.78,6.46,233.29,banana
102.64,34.88,48.52,31.36,69.61,6.95,261.89,jute
99.99,46.65,52.38,22.59,83.11,6.0,253.35,jute
78.76,60.34,56.29,20.92,56.14,6.23,59.36,tomato
124.87,34.78,44.74,32.37,48.46,7.81,57.29,cotton
67.97,18.11,51.62,19.42,68.94,6.71,237.9,coffee
143.33,34.91,180.13,32.55,83.25,6.66,218.88,banana
77.46,42.72,81.64,24.02,55.78,6.16,41.85,tomato
62.28,52.01,32.82,28.16,71.95,7.15,191.7,jute
64.84,27.04,45.38,31.83,84.3,6.63,218.11,jute
130.61,37.69,37.46,22.16,51.65,7.68,111.58,cotton
68.99,32.55,59.53,21.24,76.15,6.31,205.6,coffee
58.37,42.07,49.13,35.7,62.95,6.46,134.37,mango
97.39,61.55,70.06,18.03,61.31,6.75,125.35,sugarcane
60.69,38.8,105.66,24.77,53.58,6.35,83.4,tomato
122.51,62.5,38.81,20.44,87.56,5.8,300.05,rice
146.99,38.41,95.66,18.48,57.16,6.67,113.77,sugarcane
102.72,47.65,51.37,23.77,68.49,7.56,123.7,maize
86.34,42.87,43.21,10.38,55.03,7.09,86.87,wheat
48.78,34.91,53.99,30.48,62.12,6.43,147.61,mango
57.45,49.43,48.72,9.48,37.62,5.88,97.99,wheat
61.34,39.92,42.17,31.44,70.78,5.96,168.63,jute
23.23,55.46,36.68,19.68,51.11,7.29,58.41,chickpea
74.21,40.72,43.41,19.52,52.87,6.91,76.55,maize
88.53,66.61,100.92,15.73,71.64,6.62,78.36,potato
18.16,53.68,31.77,18.75,31.25,8.19,51.34,chickpea
107.29,45.76,32.63,33.99,44.05,7.39,103.42,cotton
85.7,29.01,31.68,29.96,85.06,6.78,181.22,jute
97.59,51.22,60.9,31.82,70.82,7.41,126.24,maize
58.48,32.5,40.82,26.03,67.37,7.25,181.51,jute
141.9,38.38,35.94,32.84,64.46,5.93,62.95,cotton
107.59,30.31,185.64,22.24,87.33,5.8,211.41,banana
111.85,66.52,100.35,24.48,82.75,5.48,40.68,potato
117.83,64.05,124.27,17.66,71.34,6.32,47.71,potato
131.37,52.24,90.87,18.67,79.35,6.33,169.72,sugarcane
18.01,40.31,30.0,25.66,43.6,5.74,33.13,chickpea
150.42,38.52,182.0,21.96,69.81,5.41,152.75,banana
30.04,23.43,42.54,32.83,42.6,5.76,66.9,mango
94.25,43.42,59.34,21.31,52.47,6.0,66.85,maize
61.34,28.84,47.16,25.66,42.67,7.11,71.59,mango
79.65,54.48,44.31,30.61,85.9,6.77,148.51,rice
56.65,51.01,49.98,17.93,51.36,6.19,95.76,wheat
57.35,38.96,32.42,36.19,69.81,6.94,197.64,jute
122.55,50.6,80.09,14.46,76.89,6.31,77.7,potato
113.19,72.61,112.79,20.76,76.61,6.06,62.66,potato
26.5,37.5,43.65,32.22,51.12,7.38,157.39,mango
96.05,44.22,46.54,23.02,62.7,5.77,113.73,maize
98.08,33.18,30.92,7.92,38.23,7.26,106.67,wheat
78.76,45.48,43.1,23.06,66.3,6.43,95.52,maize
122.72,51.2,53.03,21.21,48.66,7.12,58.94,maize
64.28,34.57,40.76,24.97,56.77,7.16,53.89,wheat
149.42,46.86,78.07,31.51,84.59,7.06,182.9,sugarcane
107.14,60.64,76.26,23.85,68.87,4.93,82.73,potato
71.89,29.33,59.05,28.34,60.82,6.07,180.09,coffee
42.83,40.01,41.85,26.72,58.22,7.77,34.22,chickpea
128.68,44.63,86.4,36.84,60.23,6.67,149.24,sugarcane
55.96,40.79,61.68,31.36,62.11,7.57,64.0,mango
120.57,54.46,43.18,34.38,76.05,6.94,185.79,rice
39.27,40.65,32.18,19.92,32.15,5.73,37.19,chickpea
41.62,63.0,36.82,14.88,60.56,7.63,39.87,chickpea
35.05,43.6,18.66,19.56,37.87,7.52,62.05,chickpea
62.2,48.03,38.23,35.44,72.03,7.48,241.07,jute
151.57,42.59,159.88,30.99,85.24,7.18,154.04,banana
98.0,49.8,85.97,18.42,65.46,6.46,76.61,potato
130.19,42.2,40.5,28.99,44.15,7.34,77.69,cotton
24.31,53.51,17.1,25.35,40.22,8.24,56.21,chickpea
108.67,72.6,83.18,18.28,82.92,6.16,187.18,sugarcane
80.6,42.34,67.42,21.16,47.24,6.31,34.14,tomato
47.62,34.39,54.45,36.07,46.01,5.98,120.42,mango
105.73,48.54,61.33,34.4,75.38,6.34,223.02,rice
22.84,43.43,32.19,18.42,57.88,5.99,51.03,chickpea
95.64,29.87,34.83,23.74,72.57,6.92,151.37,jute
91.02,41.65,39.89,8.83,46.06,7.46,44.51,wheat
84.7,45.07,41.88,30.32,78.34,6.61,198.83,jute
129.02,34.32,50.8,24.48,43.23,8.23,105.19,cotton
124.27,55.3,41.2,26.57,50.09,7.25,72.94,maize
69.87,56.61,97.99,21.02,48.59,6.57,72.45,tomato
102.37,34.17,49.87,27.53,48.81,5.83,84.02,cotton
75.01,37.29,56.34,27.57,76.22,6.86,199.77,coffee
114.23,68.79,122.98,14.39,77.78,6.16,45.96,potato
105.36,56.32,105.0,21.55,66.02,5.2,53.41,potato
131.09,36.51,55.84,31.93,63.08,7.06,182.49,sugarcane
106.35,29.2,169.74,21.69,71.4,5.32,144.03,banana
93.98,57.4,107.28,22.28,79.87,6.48,79.39,potato
79.24,54.13,40.48,25.2,48.41,5.98,69.1,maize
50.13,38.14,41.44,28.56,40.35,7.7,69.86,mango
94.09,47.29,44.93,25.34,61.17,6.92,84.58,maize
41.63,54.32,39.29,22.53,62.32,5.94,64.06,chickpea
35.02,52.69,25.78,17.46,53.53,7.63,39.64,chickpea
121.59,57.82,47.15,24.71,67.26,5.96,113.7,maize
140.9,48.62,36.67,29.38,57.63,7.82,67.86,cotton
87.54,20.26,41.41,24.49,65.76,6.61,224.07,coffee
38.72,38.68,47.97,29.89,51.63,6.66,84.53,mango
33.45,56.68,36.39,17.64,32.56,6.55,46.58,chickpea
99.18,37.82,179.81,28.43,88.73,6.33,134.08,banana
27.22,56.53,40.63,24.93,62.0,7.23,51.01,chickpea
98.69,46.55,51.62,25.69,75.38,7.06,255.35,jute
125.64,52.2,40.3,35.25,89.89,6.32,248.75,rice
128.21,37.01,27.08,31.16,37.62,7.94,53.97,cotton
59.23,48.47,30.08,31.05,76.15,7.52,226.98,jute
109.56,47.96,207.28,32.33,74.91,6.93,117.38,banana
33.48,60.56,42.39,24.04,62.55,5.9,41.1,chickpea
110.31,51.01,151.67,28.39,75.0,5.63,117.21,banana
125.89,38.41,89.31,31.72,73.27,7.32,124.03,sugarcane
109.24,55.87,51.74,32.54,92.57,6.09,227.84,rice
131.95,32.27,32.49,36.7,52.45,5.72,74.05,cotton
96.1,23.42,42.78,25.24,67.37,6.75,217.98,coffee
98.11,39.01,50.45,23.84,79.32,6.78,239.3,coffee
77.94,50.89,39.59,27.77,74.66,7.54,164.4,jute
117.82,36.92,39.72,29.0,36.29,7.86,115.79,cotton
64.12,27.1,38.58,14.27,41.32,6.65,68.65,wheat
67.99,35.34,41.23,18.69,50.14,7.02,69.04,wheat
91.07,50.92,59.06,30.48,87.91,6.31,250.92,rice
129.13,38.15,68.08,31.56,72.31,6.84,162.56,sugarcane
139.63,45.77,71.12,22.56,87.35,6.15,108.81,sugarcane
134.28,35.61,31.91,32.14,53.77,5.23,114.9,cotton
122.48,66.22,85.99,14.95,81.67,4.99,49.21,potato
25.56,55.42,18.55,19.13,37.12,6.27,56.88,chickpea
82.02,54.76,56.36,36.62,75.47,6.0,219.06,rice
84.6,37.23,99.95,25.96,67.49,5.95,70.85,tomato
23.97,61.61,26.97,24.01,63.57,7.13,38.64,chickpea
108.91,58.96,55.59,30.35,80.12,7.09,128.18,sugarcane
123.62,32.57,45.44,30.62,51.0,5.14,81.53,cotton
35.46,23.13,60.61,33.27,48.89,7.68,68.9,mango
28.17,49.79,19.17,27.2,32.14,6.77,62.98,chickpea
78.56,55.75,42.76,19.42,55.19,7.55,113.12,maize
106.04,41.45,51.69,28.91,79.12,6.29,276.47,rice
95.54,56.38,105.76,36.65,63.43,7.25,129.84,sugarcane
126.62,34.2,153.68,24.03,87.3,5.91,195.29,banana
129.19,38.13,189.26,26.45,70.33,5.48,147.37,banana
111.89,48.48,87.97,28.46,59.38,7.48,151.64,sugarcane
34.84,57.31,25.83,29.02,26.69,6.05,51.54,chickpea
23.05,42.78,26.92,24.41,52.34,8.24,33.96,chickpea
96.51,28.54,152.71,31.52,88.53,6.8,184.91,banana
104.85,57.17,62.22,25.69,77.83,6.74,134.35,sugarcane
105.4,49.01,42.07,19.97,46.19,7.1,92.58,wheat
92.04,52.36,37.59,36.44,79.54,6.8,143.63,rice
101.12,44.8,39.77,19.21,46.19,8.23,73.03,cotton
119.12,52.68,47.73,25.05,78.07,6.55,296.66,rice
100.75,52.77,43.69,33.54,67.83,6.61,172.47,jute
93.76,51.97,46.36,27.02,54.7,6.1,112.67,maize
124.67,71.02,97.57,33.6,63.58,6.07,174.71,sugarcane
107.88,50.21,171.94,29.7,88.51,5.82,120.48,banana
122.21,41.34,186.22,28.99,86.47,5.68,119.35,banana
82.58,62.69,45.5,17.51,53.47,5.35,112.62,maize
50.58,40.29,62.98,27.49,55.81,6.6,108.11,mango
55.11,46.65,32.91,34.25,90.52,6.1,227.15,jute
94.05,35.76,42.77,20.59,58.57,5.82,56.81,wheat
115.43,46.39,35.13,30.97,44.75,6.18,108.43,cotton
102.14,38.51,76.02,16.51,67.44,6.05,82.1,tomato
106.87,45.69,43.35,35.55,91.02,6.92,318.25,rice
52.91,36.24,54.53,31.98,52.88,6.55,83.04,mango
102.82,45.81,32.08,35.21,36.52,6.82,73.31,cotton
55.21,37.71,32.31,36.6,91.17,7.34,173.46,jute
103.57,52.29,105.42,22.79,60.59,5.63,77.26,potato
86.18,46.67,38.87,19.91,59.14,7.78,128.71,maize
37.97,38.69,54.04,27.37,60.77,6.5,82.11,mango
135.17,40.34,152.41,23.86,80.56,6.7,156.77,banana
65.28,23.85,43.94,23.94,66.52,6.57,214.33,coffee
109.6,45.83,61.83,22.5,69.57,6.74,299.3,rice
87.71,39.84,40.74,36.0,90.68,5.99,182.94,jute
91.6,39.43,58.19,20.09,82.82,6.85,190.92,coffee
106.63,70.82,58.43,24.08,73.42,6.47,152.29,sugarcane
114.3,49.91,50.95,36.58,92.05,6.94,164.08,rice
17.37,57.28,40.39,27.23,62.88,8.05,44.95,chickpea
117.37,65.68,91.62,31.68,79.5,7.51,162.4,sugarcane
107.97,44.99,39.5,22.92,55.25,8.01,104.01,cotton
118.77,40.23,45.67,23.69,68.83,5.19,65.23,cotton
76.3,47.43,45.42,36.25,82.0,6.85,160.72,rice
105.63,35.88,31.23,17.87,50.86,6.12,82.35,wheat
19.75,42.14,24.35,21.44,54.7,6.19,69.92,chickpea
94.12,35.29,40.44,31.02,76.56,6.98,191.44,jute
36.99,44.63,37.55,17.52,26.26,6.12,25.74,chickpea
102.57,52.46,91.87,19.24,67.92,5.03,35.03,potato
89.91,52.06,41.6,34.45,86.72,6.68,211.76,rice
80.52,45.84,31.12,33.73,82.16,6.07,247.87,jute
101.99,37.81,55.8,25.82,54.04,6.05,123.98,maize
138.57,32.66,29.77,36.61,69.2,6.11,96.39,cotton
83.21,31.67,38.46,19.75,76.64,6.31,207.87,coffee
57.97,41.07,45.19,20.08,59.63,6.48,169.53,coffee
59.69,50.24,90.17,17.35,55.96,6.63,42.17,tomato
133.47,59.94,97.64,32.18,83.57,6.99,143.43,sugarcane
133.11,45.15,37.0,24.8,63.46,7.45,114.29,cotton
65.71,47.62,49.04,27.15,59.7,7.51,62.93,wheat
58.62,33.1,45.17,20.42,62.03,6.71,260.36,coffee
39.77,33.44,56.43,36.03,47.98,6.89,102.03,mango
100.01,45.41,34.6,25.56,80.33,6.5,177.83,jute
88.03,22.16,44.2,23.3,76.29,6.63,248.03,coffee
35.31,26.56,60.2,25.77,45.31,5.78,116.96,mango
21.49,59.6,42.24,20.8,38.25,5.82,26.43,chickpea
78.9,41.96,53.61,27.34,57.95,5.43,84.8,maize
94.84,53.34,88.35,35.06,75.55,7.38,113.95,sugarcane
58.55,52.58,33.36,29.66,84.35,6.0,231.12,jute
96.11,39.89,44.02,28.66,44.78,7.82,115.56,cotton
72.89,27.07,33.52,35.96,74.16,7.24,201.1,jute
116.69,65.07,112.94,16.75,73.69,4.85,45.3,potato
23.76,58.84,32.62,23.23,37.04,6.38,67.82,chickpea
90.84,51.23,94.96,20.65,69.33,5.99,66.97,tomato
58.89,20.91,52.34,17.78,66.64,6.53,236.47,coffee
105.25,59.75,80.54,17.4,52.84,6.69,39.78,tomato
87.78,43.8,48.24,24.71,74.83,5.87,180.45,jute
90.34,60.53,98.98,22.03,75.99,6.2,45.6,potato
77.63,35.33,44.39,29.29,68.93,6.45,148.26,jute
50.82,18.99,49.5,23.73,43.46,5.96,133.71,mango
108.5,39.91,58.65,21.19,78.01,6.35,225.15,rice
53.43,38.67,57.5,30.87,40.64,6.85,150.24,mango
150.5,67.41,77.73,23.2,67.39,6.02,178.83,sugarcane
56.08,38.25,48.44,36.63,76.63,5.81,199.08,jute
121.43,42.88,62.15,19.62,77.06,6.97,169.52,sugarcane
136.73,48.55,174.9,24.8,74.84,5.91,120.34,banana
97.46,46.58,160.84,33.22,71.76,5.97,153.74,banana
95.86,61.94,56.55,28.3,74.4,7.02,173.34,rice
75.22,52.25,43.99,23.73,79.46,5.87,186.36,jute
94.27,43.4,49.94,20.2,50.58,7.16,71.58,wheat
96.51,37.93,61.95,19.76,68.07,5.75,140.28,rice
76.67,61.51,82.22,22.36,55.12,5.96,45.67,tomato
94.09,61.35,95.94,24.97,54.4,6.22,83.26,tomato
44.95,21.27,57.54,33.9,58.9,5.33,105.47,mango
103.11,44.95,60.59,17.64,65.51,7.09,122.4,maize
124.26,32.23,46.77,28.34,60.98,6.29,81.04,cotton
52.35,17.09,50.28,27.74,57.6,5.3,68.49,mango
71.91,30.79,54.93,18.83,72.64,6.83,159.05,coffee
109.32,38.41,61.85,33.75,66.22,6.41,68.16,maize
42.44,62.72,22.47,23.45,28.5,7.2,30.48,chickpea
34.33,17.66,37.04,27.29,46.4,7.67,68.12,mango
77.15,40.23,56.18,19.35,74.09,6.02,160.23,coffee
65.72,38.06,50.09,32.64,83.93,6.32,151.2,jute
105.24,54.96,39.5,19.33,48.99,6.77,127.95,maize
78.14,57.54,119.04,21.88,59.14,5.09,58.0,potato
74.09,25.89,47.1,16.64,80.04,6.9,247.12,coffee
137.31,57.41,71.74,28.88,85.23,7.05,163.32,sugarcane
68.37,50.21,45.5,28.13,86.81,6.44,202.83,jute
122.18,44.15,52.45,32.45,40.11,6.67,90.77,cotton
103.2,47.16,29.77,29.78,67.91,6.92,256.31,jute
52.11,17.12,42.35,26.04,55.26,6.52,136.63,mango
65.28,29.47,27.01,16.17,57.0,7.21,44.59,wheat
54.95,39.08,45.35,26.27,43.96,5.33,91.15,mango
